축제명,축제시작일자,축제종료일자,축제내용,주최기관명,전화번호,홈페이지주소,소재지도로명주소,데이터기준일자,제공기관명
최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,2020-07-31,2020-08-06,최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,최정숙,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7582&search_type=1&search_keyword=ECB59CECA095EC8899+EAB09CEC9DB8ECA084+ED98B8EBAAA8+ED9598EBAAA8EB8B88ECBFA0EC8AA4+Homo+Harmonicus,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
2020 서현종 개인전 - 청.춘.천 展,2020-06-12,2020-06-28,춘천이 가지고 온 풍경들과 그 속에서 자라온 우리들의 지나온 푸른색의 추억들을 아크릴화로 표현한 전시,서현종,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7558,강원도 춘천시 스포츠타운길 347-9,2023-01-12,강원도 춘천시
2020 강원문화재단 원로예술인 공연 생일 - The Dark,2020-08-03,2020-08-09,강원도 대표 연극인 김경태 원로예술인의 대표작 생일 - The Dark,강원문화재단,033-240-1347,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7578&search_type=1&search_keyword=2020+EAB095EC9B90EBACB8ED9994EC9EACEB8BA8+EC9B90EBA19CEC9888EC88A0EC9DB8,강원도 춘천시 세실로 267 (후평동),2023-01-12,강원도 춘천시
춘천뿌리展_The Exhibition of Roots,2022-09-30,2022-10-06,춘천뿌리展_The Exhibition of Roots,춘천뿌리전,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10842&search_type=1&search_keyword=ECB698ECB29CEBBF8CEBA6ACE5B195_The+Exhibition+of+Roots,강원도 춘천시 서부대성로 71(옥천동),2023-01-12,강원도 춘천시
춘천선열의 얼과 소통하다 한중수교 30주년기념 국제 초청 서예전 강원서예협회 정기전,2022-10-17,2022-10-20,춘천은 애국 충정의 도시로 애향 선열의 얼을 이어 담은 작품 전시. 서예가 정광옥 비롯하여 한국작가와 중국작가 43명 전시,(사)강원여성서예협회,033-253-2992,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10833&search_type=1&search_keyword=ECB698ECB29CEC84A0EC97B4EC9D98+EC96BCEAB3BC+EC868CED86B5ED9598EB8BA4+2FED959CECA491EC8898EAB590+30ECA3BCEB8584EAB8B0EB8590+EAB5ADECA09C+ECB488ECB2AD+EC84,강원도 춘천시 퇴계농공로 40(퇴계동),2023-01-12,강원도 춘천시
2022 마임 아카데미 움직임 창작자를 위한 워크숍 비행飛行,2022-11-07,2022-11-21,"자신의 상태,창작물의 완성도를 한 단계 확신에 가까운 상태로 이끌 수 있는 계기를 만들기 위한 시간",강원도청+강원도 춘천시청,033-244-7556,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+EBA788EC9E84+EC9584ECB9B4EB8DB0EBAFB8+EC9B80ECA781EC9E84+ECB0BDEC9E91EC9E90EBA5BC+EC9C84ED959C+EC9B8CED81ACEC888D+EBB984ED968928E9A39BE8A18C29,강원도 춘천시 행촌로 35(퇴계동),2023-01-12,강원도 춘천시
제로섬씽,2022-09-29,2022-10-10,강원도를 터전으로 하는 작가 76인과 함께하는 에코아트페어 제로섬씽은 쓸모없는 아름다움’을 주제로 하고 있습니다,강원도민일보,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10831&search_type=1&search_keyword=ECA09CEBA19CEC84ACEC94BD,강원도 춘천시 효자상길5번길 13(효자동),2023-01-12,강원도 춘천시
마스터클래스 23회차 영혼의 기타리스트 이근형 vs 괴물연주자 베이시스트 장태웅,2022-09-24,2022-09-24,"일렉트릭 기타의 모든것에 대한 토론, 베이시스트의 다양한 테크닉과 앙상블의 이해",문화체육관광부+한국콘텐츠진흥원+춘천시+강원정보문화진흥원,033-245-6321,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10730&search_type=1&search_keyword=EBA788EC8AA4ED84B0ED81B4EB9E98,강원도 춘천시 서면 박사로 854,2023-01-12,강원도 춘천시
김홍열 사진전_Moment,2022-09-23,2022-09-28,김흥열 사진전,김홍열,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10822&search_type=1&search_keyword=EAB980ED998DEC97B4+EC82ACECA784ECA084_Moment,강원도 춘천시 서부대성로 71(옥천동),2023-01-12,강원도 춘천시
老雲 安淙重 篆刻展노운 안종중 전각전_안종중 개인전,2022-09-16,2022-09-28,시백 안종중 선생의 전각예술세계를 볼 수 있는 전시,안종중,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10804&page=1,강원도 춘천시 서부대성로 71(옥천동),2023-01-12,강원도 춘천시
소小 소素 소笑_김현숙 개인전,2022-09-16,2022-09-21,삶은 기억의 총합이며 색을 입힌 파트이다. 그러므로 사소한 것도 나에게는 이유 이자 힘이다.,김현숙,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10803&page=5,강원도 춘천시 서부대성로 71(옥천동),2023-01-12,강원도 춘천시
2022 춘천도서전-춘천 쓰고 읽고 말하다.,2022-10-22,2022-10-23,춘천지역출판연대가 주최하는 이번 도서전은 지역의 숨은 작가를 찾아 독자들과 이어주는 지역작가와 독자의 만남을 주요 목표로 하고 있다.,춘천지역출판연대,033-251-9362,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10798,강원도 춘천시 우석로 100,2023-01-12,강원도 춘천시
정춘일 개인전 - 삼 .철. 리 바람 展,2022-09-20,2022-10-21,"이번 프로젝트는 작가 본인에게는 자신의 한계성과의 싸움이며, 향유자에게는 작품의 다양성의 폭을 넓혀주고,나아가 문화도시 춘천의 위상과 예술의 질적수준을 높여 줄 것이라 기대한다.",정춘일,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10795,강원도 춘천시 스포츠타운길 399번길 25,2023-01-12,강원도 춘천시
지나가는 여름이 아쉬운 사람들을 위한 블루요선 여행페스타,2022-08-20,2022-08-20,"지나가는 여름이 아쉬운 사람들을 위한 늦여름 바캉스,스몰여행 페스타",춘천시 도시재생과,033-250-4936,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10701,강원도 춘천시 서부대성로44번길 2,2023-01-12,강원도 춘천시
축성탄 저세상 텐션으로의 초대 안녕 팥쥐,2021-12-24,2021-12-26,"안녕,팥쥐 온라인 상영회",강원도립극단,033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10078,강원도 춘천시 안마산로 89 4층,2023-01-12,강원도 춘천시
Christmas Festival - 제 9회 정기연주회,2021-12-19,2021-12-19,한중미 예술인 협회의 성악가들 협연,퍼커션앙상블케이,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10048,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
음악극 피터와 동물의 사육제,2021-12-12,2021-12-12,피터가 동물들을 만나 늑대를 물리치러 가는 스토리,퍼커션앙상블케이,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10047&search_type=1&search_keyword=EC9D8CEC9585EAB7B9+ED94BCED84B0EC9980+EB8F99EBACBCEC9D98+EC82ACEC9CA1ECA09C,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
제2회 호반음악제 피아졸라 나이트클럽 인 춘천,2021-12-18,2021-12-18,제2회 호반음악제 피아졸라 나이트클럽 인 춘천,강원도민일보+춘천시,033-260-9331,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10023&search_type=1&search_keyword=ECA09C2ED9A8C+ED98B8EBB098EC9D8CEC9585ECA09C+ED94BCEC9584ECA1B8EB9DBC+EB8298EC9DB4ED8AB8ED81B4EB9FBD+EC9DB8+ECB698ECB29C,강원도 춘천시 강원대학길 1,2023-01-12,강원도 춘천시
제4회 셰익스피어 페스티벌 셰익스피어 맥베스를 연주하다,2021-11-19,2021-11-19,"제4회 셰익스피어 페스티벌-셰익스피어,맥베스를 연주하다",셰익스피어와 함께하는 세상,033-250-7909,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10006&search_type=1&search_keyword=ECA09C4ED9A8C+EC85B0EC9DB5EC8AA4ED94BCEC96B4+ED8E98EC8AA4ED8BB0EBB28C,강원도 춘천시 강원대학길 1,2023-01-12,강원도 춘천시
FESTA NYCC 2021 온라인 페스타 뉴욕 in 춘천,2021-12-13,2021-12-22,그래미 수상자와 함께하는 춘천 온라인 페스티,강원도 춘천시청+춘천문화재단,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10004&search_type=1&search_keyword=FESTA+NYCC+2021+EC98A8EB9DBCEC9DB8+ED8E98EC8AA4ED8380+EB89B4EC9A95+in+ECB698ECB29C,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
2021춘천마임축제 물화일체,2021-11-10,2021-11-11,2021춘천마임축제 물화일체,춘천마임축제,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9964&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EBACBCED9994EC9DBCECB2B4,강원도 춘천시 약사고개길 53(효자동),2023-01-12,강원도 춘천시
2021춘천마임축제 도깨비 유랑단,2021-11-08,2021-11-12,2021춘천마임축제 도깨비 유랑단,춘천마임축제,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9963&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EB8F84EAB9A8EBB984+EC9CA0EB9E91EB8BA8,강원도 춘천시 효석로9번길 13,2023-01-12,강원도 춘천시
박양순 명창 판소리 흥보가 완창 공연,2021-10-26,2021-10-26,"강원도 최초의 판소리 완창으로 기록된 2012년 6월, 춘천 KBS 공개 홀 심청가 완창에 이어 9년 만에 선보이는 두 번째 완창",(사)한국전통판소리진흥회,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9907&search_type=1&search_keyword=EBB095EC9691EC889C+EBAA85ECB0BD+ED8C90EC868C,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
2021 춘천 한국지역도서전,2021-10-08,2021-10-10,2021 춘천 한국지역도서전,강원도 춘천시청+한국지역출판연대,033-250-3114,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9837&search_type=1&search_keyword=2021+ECB698ECB29C+ED959CEAB5ADECA780EC97ADEB8F84EC849CECA084,강원도 춘천시 옛경춘로 880,2023-01-12,강원도 춘천시
음악으로 보는 이미지극 보이체크,2021-09-14,2021-09-15,사회의 부조리에 짓밟힌 소시민의 비극 스토리,극단 무소의 뿔,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7690&search_type=1&search_keyword=EC9D8CEC9585EC9CBCEBA19C+EBB3B4EB8A94+EC9DB4EBAFB8ECA780EAB7B9+EBB3B4EC9DB4ECB2B4ED81AC,강원도 춘천시 춘천로 112,2023-01-12,강원도 춘천시
2021 꿈의 오케스트라 강릉 언택트 연주회 향상더하기,2021-08-31,2021-09-07,꿈의 오케스트라 강릉 언택트 연주회「향상더하기」,강원도 강릉시청,033-823-3214,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7685&search_type=1&search_keyword=2021+EABF88EC9D98+EC98A4ECBC80EC8AA4ED8AB8EB9DBC+EAB095EBA689+EC96B8ED839DED8AB8+EC97B0ECA3BCED9A8C+E3808CED96A5EC8381EB8D94ED9598EAB8B0E3808D+,강원도 강릉시 하슬라로 96 강릉문화원,2023-01-12,강원도 춘천시
춘천예술문화축제 한여름 밤의 아리아,2021-08-07,2021-08-07,춘천예술문화축제  한여름 밤의 아리아,강원도 춘천시청+(사)강원민예총 춘천지부,033-251-8907,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=434&search_type=1&search_keyword=ECB698ECB29CEC9888EC88A0EBACB8ED9994ECB695ECA09C,강원도 춘천시 스포츠타운길399번길 25 어린이회관,2023-01-12,강원도 춘천시
제2회 봄내 전국 시낭송대회,2020-11-16,2020-12-15,제2회 봄내 전국 시낭송대회,춘천문화재단+강원도민일보,033-260-9371,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7598&search_type=1&search_keyword=ECA09C2ED9A8C+EBB484EB82B4+ECA084EAB5AD+EC8B9CEB82ADEC86A1EB8C80ED9A8C,강원도 춘천시 춘천로 112,2023-01-12,강원도 춘천시
춘천 핸드크래프트 프리마켓 어뮤즈데이,2020-05-30,2020-05-30,춘천 로컬 마켓인 라온마켓과 2019년 10월 공지천 사거리 철도 밑 근화동에 자리잡은 P6춘천이 준비한 프리마켓,강원도 춘천시청,033-256-3962,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7550&search_type=1&search_keyword=ECB698ECB29C+ED95B8EB939CED81ACEB9E98ED9484ED8AB8+ED9484EBA6ACEBA788ECBC93+E28098EC96B4EBAEA4ECA688EB8DB0EC9DB4E28099,강원도 춘천시 중앙로 186,2023-01-12,강원도 춘천시
김유정 83주기 추모공연 김유정을 연주하다 그 삶의 이중주,2020-05-23,2020-05-23,김유정 83주기 추모공연,김유정문학촌,033-261-4650,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7548,강원도 춘천시 신동면 실레길 25,2023-01-12,강원도 춘천시
농악대축제,2017-10-20,2017-10-22,농악행사,광명시청,02-899-1664,,경기도 광명시 오리로 703,2022-09-29,경기도 광명시
소하도서관 책축제 팔짱+책을 품다,2016-04-15,2016-04-15,프리마켓+책축제+전시+공연+체험,광명시청,02-2680-0926,https://gmlib.gm.go.kr/front/,경기도 광명시 소하일로 7,2022-09-29,경기도 광명시
농악대축제,2018-10-27,2018-10-28,농악행사,광명시청,02-899-1664,,경기도 광명시 시청로 20,2022-09-29,경기도 광명시
구름산예술제,2018-08-31,2018-09-02,예술 전시+부대행사,광명시청,02-2680-6871,,경기도 광명시 오리로 703,2022-09-29,경기도 광명시
제7회 목감천 친환경 축제,2019-05-25,2019-05-25,주민자치프로그램 공연+목감천 가요제 등,목감천친환경축제위원회,02-2680-6672,,경기도 광명시 광명로791번길 6,2022-09-29,경기도 광명시
평생학습도시 선언 20주년 컨퍼런스,2019-11-01,2019-11-01,평생학습도시 선언 20주년 컨퍼런스+전시,광명시청,02-2680-2549,,경기도 광명시 오리로854번길 10,2022-09-29,경기도 광명시
2022 페스티벌 광명,2022-10-08,2022-10-09,문화백신 기획축제(개막프로그램+제작프로그램+시민참여프로그램+광대전 등),광명시청,02-2680-2162,http://gm.go.kr/,경기도 광명시 철산로 13,2022-09-29,경기도 광명시
구름산예술제,2019-05-11,2019-05-12,예술 전시+부대행사,광명시청,02-2680-6229,,경기도 광명시 오리로 703,2022-09-29,경기도 광명시
구름산예술제,2021-10-09,2021-10-10,예술 전시+부대행사,광명시청,02-2680-6229,,경기도 광명시 철망산로 2,2022-09-29,경기도 광명시
제27회 오리문화제,2018-08-31,2018-09-01,오리이원익 영우참배+헌화식+전시+체험마당+재현행사 등,광명시청,02-2618-5800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,2022-09-29,경기도 광명시
고싸움놀이축제,2023-02-03,2023-02-05,고싸움놀이 시연+무형문화재 초청공연+민속놀이 체험,광주칠석고싸움놀이보존회,062-607-2315,www.gossaum.com,광주광역시 남구 고싸움로 2,2023-12-07,광주광역시 남구
굿모닝양림축제,2023-10-16,2023-10-31,문화인물전시+공연+인문학 강의+체험행사,광주광역시남구,062-607-2312,,광주광역시 남구 백서로 92-8,2023-12-07,광주광역시 남구
노대 에코 페스티벌,2023-10-07,2023-10-07,분적산어린이그림대회+숲속피크닉+물빛음악회,광주광역시남구,062-607-2312,,광주광역시 남구 노대실로41번길 31,2023-12-07,광주광역시 남구
사직연등축제,2023-05-11,2023-05-28,봉축탑+소원등+점등식+작은음악회,광주광역시남구,062-607-2312,,광주광역시 남구 중앙로107번길 15,2023-12-07,광주광역시 남구
사직단오제,2023-06-24,2023-06-24,창포물 머리 감기+사생대회+전통 단오굿,사직문화보존시민모임,062-607-2315,,광주광역시 남구 중앙로 122-1,2023-12-07,광주광역시 남구
